sentence,transcript,wer,levenshtein,ser
the newer church was built by richard neville,the new rich church was built by richard neville,0.25,4,1
the couple have two children peter and william,the couple have two children peter and william,0.0,0,0
maybe these desert birds could explain to him the meaning of love without ownership,maybe these desert birds can explain to him the meaning of love without ownership,0.07142857142857142,4,1
play music by larry mullen jr,play music by larry mullen jr,0.0,0,0
his father had been an amateur boxer and made all of his sons box,his father had been an amateur boxer and made all of his sons box,0.0,0,0
at an early age william was interested in earthworks and mechanics,at an early age william was interested in earthworks and mechanics,0.0,0,0
their uniforms have become their trademark,their uniforms have become their trademark,0.0,0,0
how old are you,how old are you,0.0,0,0
there is a wedding chapel in the rear and gardens nearby,theres a wedding chapel in the rear and gardens nearby,0.18181818181818182,2,1
as i watched the planet seemed to grow larger and smaller,as they watch their planet seemed a girl larger and smaller,0.45454545454545453,13,1
its true life really is generous to those who pursue their destiny the boy thought,its true life really is generous to those who pursue their investing the boys on,0.2,11,1
in a polar coordinate system the origin may also be called the pole,in a polar coordinate system the origin may also be called the pole,0.0,0,0
located on the border with russia it is major land port of entry,located on the border with russia it is major land port of entry,0.0,0,0
he kept driving at full speed totally unfazed by the flap flap flap of the burst tyre,he kept driving at full speed totally unfazed by the flap flap flap of the first tire,0.11764705882352941,3,1
articles of incorporation were filed and the name pittsburgh filmmakers was adopted,articles of incorporation were filed in the name pittsburgh filmmakers who was adopted,0.16666666666666666,6,1
marc would you please give me the fly swatter,mark would you please give me the flies water,0.3333333333333333,5,1
a carpet sweeper typically consists of a small box,a carpet sweeper typically consists of a small box,0.0,0,0
he was considered a pioneer mover of maranao literature,he was considered a pioneer mover of marine or literature,0.2222222222222222,4,1
faster synchronous modes are used more frequently,faster synchronous moods are use more frequent,0.42857142857142855,5,1
the cost of these works was met by heavy taxation that caused much suffering,the cost of these works was met by heavy taxation that caused much suffering,0.0,0,0
the historical heritage of this province is rich and varied,the historical heritage of this province is rich and varied,0.0,0,0
im here for the placement interview,im here for the placement interview,0.0,0,0
in ecuador a variant known as yahuarlocro is popular,in ecuador a very known as yawar loco is popular,0.3333333333333333,9,1
all is not gold that glitters,all is not gold that glitters,0.0,0,0
they also produce a selection of outdoor specific accessories and footwear,they also produced a selection of out their specific accessories and footwear,0.2727272727272727,6,1
the work may be reconstructed from later chronographists of the byzantine especially george syncellus,the work may be reconstructed from later chronograph ease of the byzantine especially george since telus,0.2857142857142857,8,1
may i borrow your bolster,may borrow your bolster,0.2,2,1
why is the question of priority important,why is the question of priority important,0.0,0,0
a scottish tour is being set for the end of april,a scottish tour is being set for the end of april,0.0,0,0
he decided to stay right there and await his return,he decided to stay right there and the way it is returned,0.5,9,1
paul burgess and flos headford were foundermembers of the mellstock band,paul burgess and floss head furred were founder members of the male stock band,0.6363636363636364,9,1
they join the ulnar veins to form the brachial veins,they joined all the veins that form the brachial veins,0.4,13,1
it is located in the upper palatinate roughly halfway between regensburg and bayreuth,it is located in the upper palatinate roughly halfway between regensburg and beirut,0.07692307692307693,4,1
lets have a look at the standard deviation,let somebody look at the standard deviation,0.375,8,1
they felt that the salesman had lied to them,they felt that the salesman had lied to them,0.0,0,0
they live in sparta township new jersey on the eastern shore of lake mohawk,they live in sparta township new jersey on the eastern shore of lake mahal,0.07142857142857142,3,1
both imply a customer lifetime of four years,both imply a customer lifetime of four years,0.0,0,0
it is therefore difficult to state the exact classification,it is therefore difficult to state the except specification,0.2222222222222222,8,1
if olivine is present the rock may be classified as an olivine nephelinite,if allah vine is present the rock may be classified as an olive vine nfl a night,0.5384615384615384,17,1
the second featured the arthur baker dance mix as the bside,the second feature the arthur baker dance mix as the b side,0.2727272727272727,2,1
